"id","journal_title","publishers_name","issn_number","link","aim_identifier","medline","google_scholar_index","impact_factor","sjr","h_index","eigen_factor","eigen_metrix","snip","snip_metrix","open_access_journal","listed_in_doaj","present_issn","publisher_in_cope","online_publisher_africa","hosted_on_inasps","country_id","language_id","platform_id","thematic_area_id"
"589","Acta Patristica et Byzantina","Taylor & Francis",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","5"
"590","Acta Structilia : Journal for the Physical and Development Sciences","University of the Free State",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"591","Advocate","SA Bar",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"592","AFFRIKA Journal of Politics, Economics and Society","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"7","1","2","3"
"593","AFMA Matrix","Plaas Media",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"594","Africa Conflict Monitor","In On Africa",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"595","Africa Conflict Monthly Monitor","In On Africa",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"596","Africa Country Benchmark Report (ACBR)","In On Africa",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"597","Africa Dialogue Monograph Series","ACCORD",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"598","Africa Education Review","UNISA Press",NULL,"nan",False,NULL,True,20,True,12,False,"nan",True,"0.54",False,False,True,False,True,False,"10","1","2","5"
"599","Africa Institute Occasional Paper","Human Sciences Research Council (HSRC)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"600","Africa Journal of Comparative Constitutional Law"," Philippa van Aardt ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"11","1","2","5"
"601","Africa Journal of Nursing and Midwifery","UNISA Press",NULL,"nan",False,True,True,9,True,10,False,"nan",True,"0.18",False,False,True,False,True,False,"10","1","2","2"
"602","Africa Journal of Public Sector Development and Governance","African Management Development Institutes' Network (AMDIN)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"603","Africa Nazarene University Law Journal","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"604","Africa's Public Service Delivery and Performance Review","AOSIS",NULL,"nan",False,NULL,True,14,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"605","Africa Growth Agenda","AfricaGrowth Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"606","African Entomology","Entomological Society of South Africa (ESSA)",NULL,"nan",False,NULL,True,13,True,34,True,"<0.1",True,"0.54",False,False,True,False,True,False,"10","1","2","1"
"607","African Evaluation Journal","AOSIS",NULL,"nan",False,False,False,NULL,True,8,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","2"
"608","African Finance Journal","AfricaGrowth Institute",NULL,"nan",False,NULL,False,NULL,True,6,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","3"
"609","African Historical Review","nan",NULL,"nan",False,NULL,False,NULL,True,8,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","5"
"610","African Human Rights Law Journal","Pretoria University Law Press (PULP)","1996-2096","nan",False,NULL,True,9,True,3,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","5"
"611","African Invertebrates","ARC Plant Protection Research Institute",NULL,"nan",False,NULL,False,NULL,True,16,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","1"
"612","African Journal for Physical Activity and Health Sciences (AJPHES)","AFAHPER-SD",NULL,"nan",False,False,True,6,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"613","African Journal for Physical Health Education, Recreation and Dance","AFAHPER-SD",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","2"
"614","African Journal of Business and Economic Research","Adonis & Abbey Publishers",NULL,"nan",False,NULL,True,14,True,9,False,"nan",True,"0.22",False,False,True,False,True,False,"10","1","2","3"
"615","African Journal of Career Development","AOSIS",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","5"
"616","African Journal of Democracy and Election Research","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"617","African Journal of Democracy and Governance","Institute for Democracy, Governance, Peace and Development in Africa",NULL,"nan",False,NULL,True,5,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"618","African Journal of Development Studies (formerly AFFRIKA Journal of Politics, Economics and Society)","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"619","African Journal of Disability","AOSIS",NULL,"nan",True,True,True,25,True,13,False,"nan",True,"1.23",False,False,True,True,True,False,"10","1","2","2"
"620","African Journal of Employee Relations","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"621","African Journal of Farm Child and Youth Development","Children-In-Agriculture Programme (CIAP)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"622","African Journal of Gender, Society and Development (formerly Journal of Gender, Information and Development in Africa)","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"623","African Journal of Herpetology","Taylor & Francis",NULL,"nan",False,NULL,False,NULL,True,20,True,"<0.1",False,NULL,False,False,True,True,False,False,"10","1","2","1"
"624","The African Journal of Information and Communication","University of the Witwatersrand",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"625","African Journal of Inter/Multidisciplinary Studies","Durban University of Technology (DUT)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,False,"10","1","2","5"
"626","African Journal of Laboratory Medicine","AOSIS",NULL,"nan",True,True,True,16,True,14,False,"nan",True,"0.36",False,False,True,True,True,False,"10","1","2","2"
"627","African Journal of Peace and Conflict Studies (formerly Ubuntu : Journal of Conflict and Social Transformation)","AOSIS",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"628","African Journal of Primary Health Care and Family Medicine","AOSIS",NULL,"nan",False,True,True,NULL,True,27,False,"nan",True,"0.94",False,False,True,True,True,False,"10","1","2","2"
"629","African Journal of Psychological Assessment","AOSIS",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","2"
"630","African Journal of Public Affairs","African Consortium of Public Administration (ACPA)",NULL,"nan",False,NULL,True,11,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"631","African Journal of Religion Philosophy and Culture","Adonis & Abbey Publishers",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"35","1","2","5"
"632","African Journal of Research in Mathematics, Science and Technology Education","Taylor & Francis",NULL,"nan",False,NULL,True,14,True,18,False,"nan",True,"0.57",False,False,True,True,False,False,"10","1","2","1"
"633","African Journal of Rhetoric","African Association for Rhetoric",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"634","African Journal of Science, Technology, Innovation and Development","Taylor & Francis",NULL,"nan",False,NULL,True,25,True,19,False,"nan",True,"0.74",False,False,True,True,False,False,"10","1","2","1"
"635","African Journal of Sociological and Psychological Studies","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"636","African Journal of Terrorism and Insurgency Research","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"637","African Journal of Thoracic and Critical Care Medicine","South African Medical Association NPC",NULL,"nan",False,True,True,7,False,NULL,False,"nan",True,"0.28",True,True,True,False,True,False,"10","1","2","2"
"638","African Journal of Wildlife Research","Southern African Wildlife Management Association (SAWMA)",NULL,"nan",False,NULL,False,NULL,True,35,True,"<0.1",True,"0.62",False,False,True,False,True,False,"10","1","2","1"
"639","African Markets Overview","AfricaGrowth Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","3"
"640","African Multidisciplinary Tax Journal","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","3"
"641","African Natural History","Iziko Museums",NULL,"nan",False,NULL,False,NULL,True,9,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"642","African Performance Review","Adonis & Abbey Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,False,False,"10","1","2","1"
"643","African Plant Protection","ARC Plant Protection Research Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","4"
"644","African Population Studies","Union for African Population Studies",NULL,"nan",True,NULL,True,12,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"645","African Printer","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,False,False,"10","1","2","1"
"646","African Renaissance"," Adonis & Abbey Publishers",NULL,"nan",False,NULL,True,10,True,6,False,"nan",True,"0.18",False,False,True,True,False,False,"10","1","2","5"
"647","African Review","Chuo Kikuu cha Dar es Salaam",NULL,"nan",False,NULL,True,9,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"14","1","2","5"
"648","African Security Review","UNISA Press",NULL,"nan",False,NULL,True,13,True,13,False,"nan",True,"0.9",False,False,True,True,False,False,"10","1","2","5"
"649","African Urology","Medpharm Publications",NULL,"nan",False,True,True,9,False,NULL,False,"nan",False,NULL,True,True,True,True,False,False,"10","1","2","2"
"650","African Vision and Eye Health","AOSIS",NULL,"nan",False,True,True,11,True,9,False,"nan",True,"0.47",False,False,True,True,True,False,"10","1","2","2"
"651","African Yearbook of Rhetoric","AfricaRhetoric Publishing",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
"652","African Yearbook on International Humanitarian Law","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"653","Africanus","UNISA Press",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,False,False,"10","1","2","5"
"654","Agbiz Grain","Plaas Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"655","Agrekon","Taylor & Francis",NULL,"nan",False,NULL,True,15,True,30,True,"<0.1",True,"0.72",False,False,True,True,False,False,"10","1","2","4"
"656","Agricultural Journal of South Africa","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"657","Agricultural Journal of the Cape of Good Hope","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"658","Agricultural Journal of the Union of South Africa","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","4"
"659","Agriprobe","Western Cape Department of Agriculture",NULL,"nan",False,NULL,True,4,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","4"
"660","Agroanimalia","Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","4"
"661","Agrochemophysica"," Department of Agriculture (South Africa)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","4"
"662","Akroterion"," University of Stellenbosch",NULL,"nan",False,NULL,False,NULL,True,1,False,"nan",False,NULL,False,False,True,False,True,False,"10","5","2","5"
"663","Alternation","Centre for the Study of Southern African Literature and Languages",NULL,"nan",False,NULL,True,9,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","6","2","5"
"664","Analytical Reporter","New Media",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","1"
"665","Annals of the Ditsong National Museum of Natural History","Northern Flagship Institute",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"666","Annals of the Natal Museum","Council of the Natal Museum",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,False,"10","1","2","5"
